tokens,aspect_tags,review,author,sentence,total_aspects,has_aspect,fold
"['Dora', 'era', 'a', 'luz', ',', 'o', 'calor', 'e', 'a', 'alegria', 'em', 'o', 'trapiche', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",28,amado,156,0,0,4
"['Era', 'mãe', ',', 'irmã', ',', 'noiva', 'e', 'esposa', 'a', 'o', 'mesmo', 'tempo', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",28,amado,157,0,0,4
"['É', 'interessante', 'ter', 'praticamente', 'só', 'para', 'ela', 'uma', 'parte', 'inteira', 'de', 'o', 'livro', ',', 'a', 'parte', 'de', 'o', 'meio', ',', 'a', 'que', 'preenchia', 'o', 'livro', 'assim', 'como', 'ela', 'preenchia', 'o', 'vazio', 'que', 'existia', 'em', 'o', 'trapiche', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",28,amado,158,0,0,4
"['A', 'história', 'vai', 'sendo', 'contada', 'entre', 'furtos', ',', 'brigas', ',', 'fugas', ',', 'e', 'todo', 'um', 'mar', 'de', 'emoções', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",28,amado,159,0,0,4
"['A', 'narração', 'de', 'Jorge', 'Amado', 'tem', 'parágrafos', 'enormes', 'e', 'é', 'repetitiva', '(', 'eu', 'deveria', 'ter', 'contado', 'quantas', 'vezes', 'ele', 'dizia', 'que', 'a', 'areia', 'era', 'branca', 'logo', 'em', 'o', 'primeiro', 'capítulo', 'de', 'o', 'livro', ',', 'só', 'pra', 'citar', 'um', 'exemplo', ')', ',', 'faltando', 'descrições', 'em', 'partes', 'importantes', ',', 'como', 'as', 'brigas', '(', 'tinha', 'uma', 'parte', 'em', 'que', 'alguém', 'ia', 'brigar', 'com', 'alguém', ',', 'mas', 'antes', 'de', 'a', 'briga', 'acontecer', ',', 'um', 'já', 'tava', 'em', 'o', 'chão', 'sangrando', ')', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",28,amado,160,0,0,4
"['Mas', 'parece', 'a', 'o', 'leitor', 'estar', 'escutando', 'a', 'história', 'de', 'a', 'boca', 'de', 'alguém', ',', 'talvez', 'de', 'a', 'de', 'o', 'Professor', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",28,amado,161,0,0,4
"['Os', 'personagens', 'de', 'Jorge', 'Amado', 'não', 'são', 'rasos', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",28,amado,162,0,0,4
"['Eles', 'são', 'quase', 'reais', '.']","[0, 0, 0, 0, 0]",28,amado,163,0,0,4
"['Eles', 'têm', 'que', 'lidar', 'com', 'as', 'situações', ',', 'porque', 'ninguém', 'pode', 'fazê', '-', 'lo', 'por', 'eles', ',', 'e', 'conflitar', 'com', 'seus', 'próprios', 'sentimentos', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",28,amado,164,0,0,4
"['Eles', 'têm', 'o', 'senso', 'de', 'justiça', 'e', 'a', 'capacidade', 'de', 'se', 'sacrificar', 'por', 'os', 'outros', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",28,amado,165,0,0,4
"['Eles', 'são', 'adultos', 'em', 'corpo', 'de', 'menino', ',', 'mas', ',', 'como', 'diz', 'o', 'padre', 'José', 'Pedro', ',', 'ainda', 'crianças', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",28,amado,166,0,0,4
"['Eles', 'têm', 'a', 'liberdade', ',', 'mas', 'a', 'liberdade', 'se', 'mostra', 'muito', 'mais', 'de', 'o', 'que', 'a', 'falta', 'de', 'pais', 'e', 'mães', 'e', 'a', 'capacidade', 'de', 'fazer', 'tudo', 'por', 'conta', 'própria', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",28,amado,167,0,0,4
"['Capitães', 'da', 'Areia']","[0, 0, 0]",62,amado,431,0,0,4
"['Jorge', 'Amado', 'em', 'os', 'conta', 'o', 'cotidiano', 'de', 'um', 'grupo', 'de', 'meninos', '(', 'crianças', 'de', 'adolescentes', ')', 'abandonados', 'por', 'a', 'família', 'que', 'levam', 'uma', 'vida', 'de', 'crimes', 'para', 'compra', 'de', 'roupas', ',', 'alimentos', 'e', 'também', 'para', 'o', ""'"", 'uso', 'pessoal', ""'"", 'de', 'cada', 'um', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",62,amado,432,0,0,4
"[""'"", 'Capitães', 'de', 'a', 'Areia', ""'"", 'vem', 'de', 'o', 'lugar', 'de', 'moradia', 'de', 'os', 'meninos', ':', 'um', 'trapiche', 'abandonado', 'em', 'a', 'areia', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",62,amado,433,0,0,4
"['O', 'autor', 'não', 'leva', 'uma', 'narrativa', 'muito', 'detalhista', 'mas', 'mostra', 'os', 'dois', 'lados', 'de', 'cada', 'integrante', 'de', 'o', 'grupo', ':', 'O', 'lado', 'de', 'jovens', 'que', 'foram', 'obrigados', 'por', 'a', 'vida', 'a', 'amadurecerem', 'precocemente', 'para', 'sobreviverem', 'sozinhos', 'em', 'o', 'mundo', 'e', 'o', 'lado', 'que', 'nos', 'mostra', 'desejos', ',', 'ingenuidades', 'e', 'ações', 'comuns', 'de', 'crianças', '(', 'Como', 'em', 'o', 'capítulo', 'em', 'que', 'o', 'grupo', 'encontra', 'a', 'felicidade', 'brincando', 'em', 'um', 'carrossel', 'antigo', 'e', 'decadente', ',', 'contrariando', 'tudo', 'o', 'que', 'se', 'é', 'conhecido', 'por', 'os', 'moradores', 'de', 'a', 'cidade', ':', 'De', 'que', 'os', 'Capitães', 'da', 'Areia', 'são', 'apenas', 'delinquentes', 'que', 'não', 'merecem', 'ser', 'livres', ')', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",62,amado,434,0,0,4
"['um', 'velho', 'trapiche', '.']","[0, 0, 0, 0]",83,amado,557,0,0,4
"['Capitães', 'de', 'areia', 'é', 'um', 'romance', 'carregado', 'de', 'o', 'lirismo', 'de', 'Jorge', 'Amado', '.']","[1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",83,amado,558,1,1,4
"['Meu', 'pai', 'me', 'presenteou', 'pouco', 'antes', 'de', 'falecer', 'e', 'guardo', 'um', 'especial', 'carinho', 'por', 'este', 'livro', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",83,amado,559,1,1,4
"['Contando', 'a', 'história', 'de', 'um', 'grupo', 'de', 'meninos', 'de', 'rua', 'de', 'a', 'Bahia', 'o', 'autor', 'mergulha', 'em', 'um', 'mundo', 'de', 'abandono', ',', 'revolta', 'social', 'e', 'ainda', 'conta', 'o', 'nascimento', 'de', 'o', 'amor', 'de', 'Pedro', 'Bala', 'e', 'Dora', 'carregado', 'de', 'o', 'desejo', 'carnal', 'e', 'muita', 'ternura', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",83,amado,560,1,1,4
"['Os', 'protagonistas', 'não', 'são', 'heróis', 'e', 'sim', 'ladrões', ',', 'mentirosos', ',', 'inseguros', ',', 'com', 'conflitos', 'religiosos', ',', 'órfãos', 'de', 'pai', ',', 'de', 'mãe', ',', 'de', 'carinho', 'e', 'perspectivas', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",83,amado,561,0,0,4
"['Já', 'adaptado', ',', 'mais', 'de', 'uma', 'vez', ',', 'para', 'a', 'televisão', 'o', 'romance', 'ganha', 'agora', 'uma', 'versão', 'para', 'o', 'cinema', 'por', 'as', 'mãos', 'de', 'a', 'neta', 'de', 'o', 'autor', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",83,amado,562,0,0,4
"['Jorge', 'Amado', 'é', 'um', 'de', 'os', 'melhores', 'literatos', 'de', 'a', 'segunda', 'geração', '/', 'fase', 'modernista', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",99,amado,725,0,0,4
"['A', 'história', 'acontece', 'em', 'a', 'Bahia', ',', 'o', 'início', '""', 'transcreve', '""', 'trechos', 'de', 'um', 'jornal', 'fictício', 'de', 'a', 'época', 'narrando', 'os', 'últimos', 'acontecimentos', 'envolvendo', 'os', 'tão', 'famosos', 'meninos', 'de', 'rua', '""', 'Capitães', 'de', 'a', 'areia', '""', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",99,amado,726,0,0,4
"['Não', 'existe', 'personagem', 'principal', ',', 'pois', 'cada', 'um', 'tem', 'sua', 'particular', 'importância', 'em', 'a', 'história', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",99,amado,727,0,0,4
"['O', 'líder', ',', 'Pedro-Bala', ',', 'destaca', '-', 'se', 'muitas', 'vezes', 'por', 'resolver', 'os', 'conflitos', 'internos', 'de', 'o', 'grupo', 'e', 'comandar', 'os', 'roubos', 'e', 'furtos', 'com', 'a', 'ajuda', 'de', 'Professor', ',', 'o', 'mais', 'inteligente', 'de', 'os', 'meninos', ',', 'míope', ',', 'coleciona', 'jornais', 'e', 'livros', 'antigos', ',', 'resgatados', 'em', 'feiras', 'e', 'roubos', 'em', 'casas', 'nobres', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",99,amado,728,0,0,4
"['Uma', 'história', 'muito', 'forte', ',', '""', 'Capitães', 'de', 'a', 'areia', '""', 'entrou', 'em', 'circulação', 'em', 'a', 'época', 'de', 'o', 'Estado', 'Novo', 'de', 'Vargas', ',', 'a', 'censura', 'reprimiu', 'duramente', 'o', 'livro', ',', 'queimando', 'milhares', 'de', 'exemplares', 'e', 'proibindo', 'sua', 'venda', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",99,amado,729,1,1,4
"['Uma', 'história', 'que', 'retrata', 'fielmente', 'a', 'realidade', 'de', 'os', 'meninos', 'de', 'rua', ',', 'não', 'só', 'de', 'a', 'Bahia', ',', 'mas', 'de', 'o', 'país', 'como', 'um', 'todo', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",99,amado,730,1,1,4
"['Grande', 'tesouro', 'de', 'a', 'literatura', 'brasileira', '.']","[0, 0, 0, 0, 0, 0, 0]",99,amado,731,0,0,4
"['A', 'noite', 'de', 'a', 'Bahia', 'revela', '-', 'se', 'misteriosa', 'e', 'poética', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",105,amado,767,0,0,4
"['Em', 'as', 'ruas', 'sinuosas', 'de', 'pedra', ',', 'meninos', 'abandonados', 'correm', ',', 'sub', 'a', 'luz', 'de', 'a', 'lua', ',', 'migrando', 'para', 'um', 'velho', 'trapiche', 'abandonado', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",105,amado,768,0,0,4
"['Lá', 'eles', 'encontrarão', 'uma', 'noite', 'de', 'pobreza', 'e', 'de', 'grande', 'paz', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",105,amado,769,0,0,4
"['De', 'grande', 'paz', 'de', 'os', 'olhos', 'de', 'a', 'estrela', ',', 'mãe', ',', 'irmã', 'e', 'noiva', 'Dora', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",105,amado,770,0,0,4
"['Interessante', ':', 'a', 'verdade', 'nua', 'e', 'crua', 'de', 'os', 'meninos', 'de', 'rua', ',', 'um', 'clássico', 'que', 'pode', 'ser', 'lido', 'e', 'contextualizado', 'a', 'a', 'nossa', 'realidade', '.']","[0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",134,amado,950,1,1,4
"['Me', 'emocionei', 'com', 'todos', 'os', 'garotos', 'e', 'seus', 'sonhos', ',', 'todos', 'mesmo', '.']","[0, 0, 0, 0, 1, 2, 2, 2, 2, 0, 0, 0, 0]",134,amado,951,1,1,4
"['Claro', 'que', 'me', 'apaixonei', 'por', 'Dora', 'também', '-', 'garota', 'que', 'servia', 'de', 'tudo', 'um', 'pouco', 'para', 'eles', ',', 'uma', 'família', 'que', 'nunca', 'tiveram', '.']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",134,amado,952,1,1,4
"['Achei', 'que', 'algumas', 'partes', 'de', 'o', 'livro', 'eram', 'cansativas', '(', 'eu', 'já', 'sei', 'que', 'eles', 'tinham', 'uma', 'vida', 'sofrida', 'e', 'não', 'tinham', 'pais', ',', 'Jorge', 'Amado', '!']","[0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",134,amado,953,1,1,4
"[')', 'e', 'também', 'achei', 'que', 'alguns', 'personagens', 'não', 'foram', 'devidamente', 'aprofundados', ',', 'como', 'Barandão', ',', 'por', 'exemplo', '(', 'Afinal', ',', 'por', 'que', 'ele', 'foi', 'escolhido', 'por', 'Pedro', 'Bala', 'para', 'ser', 'o', 'líder', 'de', 'o', 'grupo', 'quando', 'ele', 'foi', 'embora', '?']","[0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",134,amado,954,1,1,4
"['E', 'qual', 'foi', 'o', 'fim', 'de', 'os', 'Capitães', 'de', 'Areia', ',', 'tendo', 'em', 'vista', 'que', 'agora', 'ajudavam', 'em', 'as', 'greves', ',', 'sobreviveram', 'por', 'muito', 'tempo', 'e', 'continuaram', 'sendo', 'grandes', 'malandros', 'e', 'ladrões', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",134,amado,955,0,0,4
"[')', '.']","[0, 0]",134,amado,956,0,0,4
"['Mas', 'apesar', 'de', 'tudo', ',', 'até', 'que', 'eu', 'gostei', 'd', ""'"", 'este', 'livro', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",134,amado,957,1,1,4
"['Li', 'por', 'obrigação', ',', 'mas', 'não', 'foi', 'uma', 'leitura', 'tão', 'exaustiva', 'como', 'eu', 'achei', 'que', 'seria', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",134,amado,958,0,0,4
"['Este', 'livro', 'não', 'é', 'ruim', ',', 'como', 'muitos', 'pensam', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",134,amado,959,1,1,4
"['Existe', 'a', 'presença', 'forte', 'de', 'sentimentalismo', 'ali', '-', '""', 'em', 'o', 'lugar', 'de', 'o', 'coração', 'de', 'um', 'homem', 'tem', 'uma', 'estrela', '""', ',', '""', 'A', 'paz', 'de', 'a', 'noite', 'presente', 'em', 'os', 'olhos', 'de', 'Dora', '""', 'e', 'outras', 'mais', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",134,amado,960,0,0,4
"['Quase', 'chorei', 'em', 'a', 'parte', 'de', 'a', 'morte', 'de', 'a', 'única', '""', 'mãezinha', '""', ',', '""', 'maninha', '""', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",134,amado,961,0,0,4
"['Parecia', 'que', 'eu', 'estava', 'ali', ',', 'passando', 'por', 'tudo', 'aquilo', 'com', 'os', 'Capitães', 'de', 'a', 'areia', ',', 'como', 'eu', 'estive', 'presente', 'em', 'várias', 'outras', 'cenas', 'mais', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",134,amado,962,0,0,4
"['Vemos', 'em', 'o', 'livro', 'a', 'ignorância', 'de', 'a', 'igreja', ',', 'de', 'a', 'imprensa', ',', 'de', 'o', 'povo', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",134,amado,963,0,0,4
"['Mas', 'vemos', 'também', 'a', 'inteligência', 'proveniente', 'de', 'a', 'bondade', 'de', 'raros', ',', 'como', 'o', 'Padre', 'e', ""Don'Aninha"", 'e', 'até', 'mesmo', 'Dora', ';', 'como', 'os', 'pobres', 'são', 'impotentes', 'diante', 'de', 'as', 'desgraças', 'e', 'de', 'as', 'doenças', ',', 'de', 'o', 'preconceito', 'e', 'de', 'o', 'ódio', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",134,amado,964,0,0,4
"['É', 'marcante', '.']","[0, 0, 0]",134,amado,965,0,0,4
"['Capitães', 'de', 'Areia', 'é', 'um', 'de', 'os', 'livros', 'de', 'leitura', 'obrigatória', 'para', 'os', 'vestibulares', 'de', 'algums', 'faculdades', ',', 'como', 'Fuvest', 'e', 'Unicamp', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",135,amado,966,0,0,4
"['O', 'Livro', 'relata', 'a', 'vida', 'de', 'meninos', 'de', 'rua', ',', 'que', 'por', 'não', 'terem', 'condições', 'de', 'uma', 'vida', '""', 'normal', '""', ',', 'são', 'verdadeiros', 'criminosos', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",135,amado,967,0,0,4
"['para', 'vestibular', 'que', 'se', 'salva', '!']","[0, 0, 0, 0, 0, 0]",146,amado,1022,0,0,4
"['muito', 'bom']","[0, 0]",148,amado,1024,0,0,4
['atual'],[0],156,amado,1060,0,0,4
['Areia'],[0],161,amado,1067,0,0,4
"['Desde', 'o', 'seu', 'lançamento', ',', 'em', '1937', ',', 'Capitães', 'da', 'Areia', 'causou', 'escândalo', ':', 'inúmeros', 'exemplares', 'de', 'o', 'livro', 'foram', 'queimados', 'em', 'praça', 'pública', ',', 'por', 'determinação', 'de', 'o', 'Estado', 'Novo', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",161,amado,1068,0,0,4
"['A', 'o', 'longo', 'de', 'sete', 'décadas', 'a', 'narrativa', 'não', 'perdeu', 'viço', 'nem', 'atualidade', ',', 'por', 'o', 'contrário', ':', 'a', 'vida', 'urbana', 'de', 'os', 'meninos', 'pobres', 'e', 'infratores', 'ganhou', 'contornos', 'trágicos', 'e', 'urgentes', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",161,amado,1069,0,0,4
"['Várias', 'gerações', 'de', 'brasileiros', 'sofreram', 'o', 'impacto', 'e', 'a', 'sedução', 'de', 'esses', 'meninos', 'que', 'moram', 'em', 'um', 'trapiche', 'abandonado', 'em', 'o', 'areal', 'de', 'o', 'cais', 'de', 'Salvador', ',', 'vivendo', 'a', 'a', 'margem', 'de', 'as', 'convenções', 'sociais', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",161,amado,1070,0,0,4
"['Verdadeiro', 'romance', 'de', 'formação', ',', 'o', 'livro', 'nos', 'torna', 'íntimos', 'de', 'suas', 'pequenas', 'criaturas', ',', 'cada', 'uma', 'de', 'elas', 'com', 'suas', 'carências', 'e', 'ambições', ':', 'de', 'o', 'líder', 'Pedro', 'Bala', 'a', 'o', 'religioso', 'Pirulito', ',', 'de', 'o', 'ressentido', 'e', 'cruel', 'Sem-Pernas', 'a', 'o', 'aprendiz', 'de', 'cafetão', 'Gato', ',', 'de', 'o', 'sensato', 'Professor', 'a', 'o', 'rústico', 'sertanejo', 'Volta', 'Seca', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",161,amado,1071,0,0,4
"['Adorei', 'o', 'livro', '.']","[0, 0, 1, 0]",162,amado,1072,1,1,4
"['É', 'o', 'tipo', 'de', 'livro', 'que', 'te', 'prende', 'de', 'o', 'início', 'a', 'o', 'fim', '.']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",162,amado,1073,1,1,4
"['Jorge', 'Amado', 'conseguiu', 'passar', 'para', 'o', 'papel', 'toda', 'a', 'emoção', ',', 'verdade', 'e', 'dor', 'de', 'os', 'meninos', 'de', 'rua', 'de', 'a', 'Bahia', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",168,amado,1083,0,0,4
"['E', 'fez', 'isso', 'com', 'sensibilidade', 'e', 'paixão', '.']","[0, 0, 0, 0, 0, 0, 0, 0]",168,amado,1084,0,0,4
"['Bala', '.']","[0, 0]",172,amado,1091,0,0,4
"[',']",[0],184,amado,1118,0,0,4
"['Em', 'a', 'minha', 'modesta', 'opinião', ',', 'um', 'de', 'os', 'melhores', 'livros', 'de', 'Jorge', 'Amado', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",186,amado,1122,0,0,4
"['Uma', 'historia', 'linda', 'de', 'garotos', 'criados', 'em', 'a', 'beira', 'de', 'o', 'cais', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",186,amado,1123,1,1,4
"['Uma', 'lição', 'de', 'amor', ',', 'amizade', ',', 'paixão', ',', 'companheirismo', ',', 'em', 'o', 'meio', 'de', 'uma', 'politica', 'regional', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",186,amado,1124,0,0,4
"['Impossivel', 'perder', 'uma', 'leitura', 'como', 'esta', '.']","[0, 0, 0, 0, 0, 0, 0]",186,amado,1125,0,0,4
"['mais', 'valor']","[0, 0]",225,meyer,1506,0,0,4
"['Admito', 'que', 'resolvi', 'ler', 'crepúsculo', 'por', 'curiosidade', ',', 'mas', 'muito', 'mais', 'por', 'o', 'fato', 'de', 'que', ',', 'não', 'podemos', 'falar', 'mal', 'de', 'o', 'que', 'não', 'conhecemos', '..', 'então', 'após', 'lê', '-', 'lo', 'teria', 'passe', 'livre', 'para', 'dizer', 'o', 'que', 'bem', 'entender', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",225,meyer,1507,0,0,4
"['Em', 'o', 'começo', 'estava', 'até', 'que', 'esperançosa', '(', 'não', 'esperando', 'nada', 'dionisíaco', ',', 'mas', 'esperançosa', ')', ',', 'porque', 'já', 'que', 'muitas', 'pessoas', 'gostam', ',', 'não', 'poderia', 'ser', 'TÃO', 'ruim', 'assim', '..', 'me', 'atrevo', 'a', 'dizer', 'que', 'o', 'engano', 'foi', 'meu', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",225,meyer,1508,0,0,4
