tokens,aspect_tags,total_aspects,has_aspect,fold,review
"['Ola', ',', 'Gostei', 'muito', 'da', 'TV', ',', 'tudo', 'que', 'eu', 'queria', 'Na', 'verdade', 'foi', 'de', 'presente', 'para', 'minha', 'Filha', 'ela', 'esta', 'apaixonada', 'pela', 'TV', '.']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2,1,4,380
"['Gostei', 'muito', 'da', 'TV', '.', 'Imagem', 'de', 'alta', 'definição', '.', 'Fácil', 'instalação', 'e', 'manuseio', 'do', 'controle', '.']","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 2, 2, 0]",4,1,4,381
"['O', 'produto', 'é', 'excelente', 'superou', 'minha', 'expectativa', 'e', 'a', 'entrega', 'foi', 'rápida', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",2,1,4,382
"['tv', 'smart', 'muito', 'boa', ',', 'atende', 'tudo', 'que', 'necessitamos', ',', 'meu', 'filho', 'gostou', 'muito', 'd', 'essa', 'smart']","[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2,1,4,383
"['Produto', 'muito', 'bom', '.', 'O', 'produto', 'foi', 'entregue', 'antes', 'do', 'prazo', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,4,384
"['Correspondeu', 'à', 'minha', 'expectativa', '.', 'Ainda', 'estou', 'explorando', 'todos', 'os', 'recursos', 'Smart', '.', 'Mas', 'possuo', 'TV', 'a', 'cabo', 'também', ',', 'o', 'que', 'aumenta', 'razoavelmente', 'as', 'opções', 'de', 'programação', 'da', 'TV', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,9,385
"['Gostei', 'muito', 'e', 'ainda', 'chegou', 'antes', 'do', 'previsto', '...', 'não', 'poderia', 'ter', 'escolhido', 'melhor']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,9,386
"['Televisão', 'muito', 'boa', 'tem', 'tudo', 'que', 'mostra', 'mesmo', 'realmente', 'na', 'propaganda']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,4,387
"['a', 'TELEVISÃO', 'DISPENSA', 'COMENTARIOS', '.', 'Excelente', '.', 'Compro', 'do', 'Submarino', 'há', 'muito', 'tempo', '.', 'Estou', 'muito', 'satisfeito', '.', 'Inclusive', 'quanto', 'a', 'utilização', 'do', 'Cartao', '.', 'Obrigado', ';']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,4,388
"['ate', 'agora', 'nao', 'tenho', 'do', 'que', 'reclamar', ',', 'o', 'único', 'senão', 'é', 'o', 'volume', 'baixo', 'e', 'a', 'internet', 'é', 'lenta', '!', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",2,1,4,389
"['preço', 'e', 'beneficio', 'perfeito', 'indico', 'a', 'quem', 'se', 'interessar', 'n', 'esta', 'compra']","[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,1,4,390
"['ótimo', 'atendimento', 'do', 'submarino', 'entrega', 'Mega', 'rápido', 'e', 'tv', 'excelente', 'amei', 'muito', '.']","[0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",3,1,4,391
"['Atendeu', 'todas', 'as', 'minhas', 'expectativas', '.', 'A', 'entrega', 'tb', 'foi', 'super', 'rápida', '.', 'Recomento', '!']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1,1,4,392
"['boa', 'imagem', 'e', 'funciona', 'sem', 'problemas', '.', 'Parabéns', 'a', 'o', 'Shoptime', '!', 'recebi', 'rigorosamente', 'dentro', 'do', 'prazo', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,4,393
"['Tv', 'atendeu', 'minha', 'expectativa', ',', 'foi', 'entregue', 'antes', 'do', 'tempo', 'determinado', ',', 'por', 'isso', 'gosto', 'de', 'comprar', 'no', 'SUBMARINO', '..............']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,4,394
"['Um', 'ótimo', 'produto', ',', 'ideal', 'para', 'ambientes', 'médios', 'sua', 'função', 'smart', 'funciona', 'perfeitamente', 'porem', 'NÃO', 'tem', 'o', 'aplicativo', 'SOTIFY', '.', 'Mas', 'recomendo', ',', 'a', 'entrega', 'foi', 'perfeita', 'chegou', 'antes', 'do', 'prazo', 'informado', '.']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",4,1,4,395
"['adorei', 'o', 'produto', 'leve', 'fácil', 'de', 'configurar', 'muito', 'bom', 'estou', 'contente', 'com', 'esta', 'aquisição']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,4,396
"['Um', 'bom', 'preço', 'e', 'rápidos', 'nas', 'entregas', 'E', 'só', 'isso', 'mesmo']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,4,397
"['Ótimo', 'custo', 'benefício', '.', 'O', 'único', 'problema', 'é', 'o', 'volume', 'baixo', ',', 'mas', 'isso', 'faz', 'parte', 'da', 'marca', 'Samsung', '.']","[0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,1,4,398
"['produto', 'muito', 'bom', ',', 'atendeu', 'minha', 'expectativa', 'para', 'o', 'quarto', 'de', 'minha', 'filha', '.', 'instalação', 'da', 'smart', 'tv', 'sem', 'complicações', ',', 'recomendo', 'o', 'produto', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",3,1,4,399
"['Ainda', 'não', 'instalei', ',', 'conheço', 'das', 'compras', 'anteriores', '.', 'viajei', 'nas', 'férias', 'de', 'final', 'de', 'ano', 'e', 'estarei', 'fora', 'até', 'pós', 'Carnaval', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,9,400
"['uma', 'imagem', 'perfeita', 'e', 'a', 'entrega', 'bem', 'antes', 'do', 'prazo', '.']","[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]",2,1,4,401
"['O', 'produto', 'é', 'leve', ',', 'prático', ',', 'de', 'fácil', 'instalação', '.', 'A', 'qualidade', 'da', 'imagem', 'é', 'satisfatória', 'e', 'possui', 'uma', 'série', 'de', 'funções', 'para', 'deixá-la', 'a', 'o', 'seu', 'gosto', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",3,1,4,402
"['Apenas', 'um', 'ponto', 'negativo', ':', 'não', 'tem', 'muitos', 'aplicativos', 'disponíveis', 'fazer', 'download', '.', 'Gostaria', 'de', 'baixar', 'o', 'spotify', ',', 'mas', 'não', 'dá', '.', 'Fora', 'isso', ',', 'ela', 'cumpre', 'o', 'que', 'promete', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,4,403
"['Comprei', 'com', 'preço', 'muito', 'bom', ',', 'a', 'entrega', 'foi', 'rápida', 'e', 'estamos', 'amando', 'a', 'smart', 'tv', '!', '!']","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0]",3,1,4,404
"['Super', 'recomendo', '.', 'Smart', 'tv', 'muito', 'boa', ',', 'imagem', 'bem', 'nítida', ',', 'excelente', 'custo', 'benefício', '.']","[0, 0, 0, 1, 2, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2, 0]",3,1,4,405
"['Muito', 'boa', 'a', 'TV', '..', '.', 'Atendeu', 'minhas', 'expectativas', ',', 'e', 'a', 'entrega', 'excelente', '!']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",2,1,4,406
"['Estou', 'muito', 'satisfeito', 'com', 'a', 'TV', '!', 'Fiquei', 'impressionado', 'a', 'o', 'assistir', 'vídeos', 'do', 'Youtube', 'que', 'rodaram', 'sem', 'travar', ',', 'ótima', 'imagem', 'e', 'som', '.', 'Excelente', 'relação', 'custo', '/', 'benefício', '.']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 2, 2, 0]",4,1,4,407
"['Muito', 'satisfeito', 'com', 'o', 'produto', ',', 'recomendo', '!', '!', 'imagem', ',', 'som', ',', 'programação', ',', 'nitidez', ',', 'resumindo', ':', 'nota', '10']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,9,408
"['Muito', 'bom', 'produto', 'principalmente', 'a', 'o', 'instalar', 'no', 'quarto', 'onde', 'a', 'tela', 'é', 'muito', 'nitida', 'e', 'com', 'cores', 'vivas', '.']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",2,1,4,409
"['Produto', 'bom', ',', 'de', 'boa', 'qualidade', ',', 'entrega', 'rápida', '.', 'Tudo', 'como', 'esperado', '!']","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2,1,4,410
"['ACESSO', 'A', 'INTERNET', 'E', 'TUDO', 'MAIS', '.', 'Grande', ',', 'e', 'imagens', 'bouas', 'gráficos', 'excelentes', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",2,1,4,411
"['smart', 'tv', 'lenta', 'internet', 'youtube', 'imagem', 'de', 'video', 'não', 'tão', 'boa', 'minha', 'net', 'live', 'tim', 'e', '35', 'mega', 'vou', 'compra', 'tv', 'lg', '32lj600b', 'muito', 'melhor']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,9,412
"['Esse', 'produto', 'é', 'muito', 'bom', ',', 'eu', 'recomendo', 'a', 'todos', '.', 'Ótima', 'qualidade', 'por', 'um', 'preço', 'excelente', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",2,1,4,413
"['Eu', 'a', 'concelh', 'outras', 'pessoas', 'comprar', 'pelo', 'site', 'do', 'submarino', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,9,414
"['O', 'som', 'é', 'um', 'pouco', 'fraco', 'e', 'a', 'televisão', 'bastante', 'lenta', 'pra', 'conectar', 'na', 'internet', 'e', 'acessar', 'os', 'aplicativos', '.', 'Depois', 'que', 'estabelece', 'conexão', 'funciona', 'perfeitamente', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,1,4,415
"['E', 'uma', 'ótima', 'tv', '.', 'Pena', 'que', 'nao', 'é', '4', 'k', 'nao', 'fazem', '32', 'ainda', '.']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,4,416
"['Imagem', 'muito', 'boa', ',', 'som', 'razoável', ',', 'e', 'entrada', 'dos', 'cabos', 'dificultam', 'a', 'instalação', 'em', 'painel', 'ou', 'parede', ',', 'entradas', 'deveriam', 'ficar', 'pela', 'lateral', 'como', 'em', 'outros', 'tamanhos', '!']","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4,1,4,417
"['A', 'TV', 'atende', 'a', 'o', 'propósito', 'da', 'compra', ',', 'com', 'boa', 'imagem', 'e', 'conectividade', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",3,1,4,418
"['exelente', 'qualidade', 'muito', 'boa', 'otimo', 'preços', 'foi', 'o', 'lugar', 'mais', 'que', 'encontrei', 'na', 'americana', 'entrega', 'super', 'rapida', 'muito', 'satisfeita', 'nota', 'mil']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2,1,4,419
"['Antes', 'de', 'comprar', 'li', 'algumas', 'reclamações', 'sobre', 'o', 'produto', ',', 'mas', 'até', 'o', 'momento', ',', 'não', 'comprovei', 'nenhuma', 'd', 'elas', '.', 'Estou', 'gostando', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,9,420
"['Gostei', 'muito', 'da', 'TV', 'e', 'um', 'excelente', 'produto', 'e', 'parabéns', 'as', 'americanas', 'pela', 'a', 'entrega', 'o', 'produto', 'chegou', 'rapidinho']","[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",3,1,4,421
"['Gostei', 'muito', 'do', 'produto', ',', 'excelente', 'qualidade', '.', 'produto', 'respondeu', 'as', 'minhas', 'expectativas']","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",2,1,4,422
"['Produto', 'bom', ',', 'chegou', 'antes', 'do', 'prazo', 'e', 'tudo', 'funcionando', 'perfeitamente', '.', 'Só', 'faltou', 'no', 'controle', 'o', 'botão', 'de', 'atalho', 'para', 'Netflix', '!']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2,1,4,423
"['Conexão', 'fácil', ',', 'bons', 'aplicativos', 'já', 'instalados', ':', 'Netflix', ',', 'YouTube', ',', 'GloboPlay', '.', 'A', 'imagem', 'da', 'TV', 'é', 'muito', 'boa', ',', 'pelo', 'preço', 'vale', 'a', 'pena', 'adquirir', 'esta', 'marca', '.']","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",4,1,4,424
"['Tv', 'de', 'excelente', 'custo', 'beneficio', ',', 'muito', 'bom', 'para', 'quem', 'tem', 'criança', '.']","[0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,4,425
"['produto', 'otimo', 'dentro', 'do', 'que', 'eu', 'esperava', ',', 'fico', 'aguardando', 'os', 'proximos', 'lançamentos', 'da', 'sansung', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,4,426
"['Ótima', 'qualidade', 'de', 'imagem', ',', 'acessos', 'fáceis', ',', 'conecta', 'rapidamente', ',', 'instalação', 'muito', 'rápida', 'e', 'fácil', '.', 'Só', 'tenho', 'elogios', 'a', 'o', 'produto', 'e', 'a', 'Shoptime', 'pela', 'rapidez', 'e', 'qualidade', 'de', 'entrega', '.']","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",4,1,4,427
"['Equipamento', 'muito', 'bom', 'chegou', 'antes', 'do', 'previsto', 'estou', 'super', 'satisfeito']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,4,428
"['Produto', 'com', 'custo/', 'benefício', 'muito', 'bom', ',', 'de', 'fácil', 'manuseio', ',', 'excedendo', 'a', 'minha', 'expectativa', '.']","[0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2,1,4,429
"['Recomendo', 'para', 'quem', 'dispõe', 'de', 'pouco', 'espaço', '.', 'A', 'qualidade', 'do', 'aparelho', 'é', 'muito', 'boa', ',', 'além', 'dos', 'recursos', 'disponíveis', '.', 'Vale', 'a', 'pena', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0]",2,1,4,430
"['Entrega', 'antes', 'do', 'prazo', 'e', 'em', 'excelentes', 'condições', '.', 'Produto', 'muito', 'bom', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",2,1,4,431
"['otimo', 'o', 'produto', ',', 'atende', 'a', 'todas', 'as', 'expectativas', ',', 'a', 'um', 'preço', 'acessivel']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2,1,4,432
"['Excelente', 'qualidade', ',', 'atendeu', 'as', 'expectativas', ',', 'e', 'entregue', 'antes', 'do', 'prometido', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,9,433
"['Gostei', 'muito', 'da', 'minha', 'Smart', ',', 'a', 'imagem', 'é', 'muito', 'boa', 'e', 'a', 'entrega', 'foi', 'bem', 'antes', 'do', 'prazo', 'estimado', ',', 'Americanas', 'está', 'de', 'parabéns', '.']","[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,4,434
"['Ótima', 'televisão', ',', 'com', 'muitos', 'recursos', '.', 'Utilizo', 'muito', 'o', 'recurso', 'Screen', 'Mirroing', ',', 'espelhando', 'a', 'tela', 'do', 'celular', 'na', 'tela', 'da', 'TV', '.']","[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,4,435
"['Entrega', 'rápida', ',', 'muito', 'satisfeita', 'com', 'a', 'aquisição', '.', 'Imagem', ',', 'som', 'e', 'funções', 'dentro', 'do', 'esperado', '.']","[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0]",5,1,4,436
"['som', 'muito', 'ruim', 'pessimo', 'e', 'nao', 'e', 'full', 'hd', 'a', 'imagem', 'nao', 'e', 'muito', 'boa']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",2,1,4,437
"['A', 'TV', 'é', 'de', 'qualidade', ',', 'fácil', 'manuseio', ',', 'Aprovado', '.', 'O', 'produto', 'chegou', 'rapido', 'e', 'em', 'perfeito', 'estado', '.']","[0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,1,5,438
"['Excelentes', 'imagens', ',', 'em', 'momentos', 'de', 'muita', 'movimentação', ',', 'sua', 'frequência', 'de', 'imagem', 'melhora', 'a', 'qualidade', '.', 'Cores', 'vivas', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 1, 0, 0]",3,1,5,439
"['Tv', 'chegou', 'antes', 'do', 'prazo', ',', 'o', 'produto', 'é', 'bonito', 'e', 'funciona', 'bem', ',', 'super', 'recomendo']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,10,440
"['Excelente', 'produto', ',', 'entrega', 'antes', 'do', 'prazo', 'e', 'em', 'perfeito', 'estado', '.']","[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",2,1,5,441
"['já', 'tenho', 'um', 'modelo', 'igual', ',', 'comprei', 'outro', 'por', 'gostar', 'd', 'esse', 'produto', ',', 'ótima', 'qualidade', 'de', 'imagem', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",2,1,5,442
"['Smart', 'TV', 'linda', ',', 'funciona', 'muito', 'bem', ',', 'a', 'entrega', 'foi', 'super', 'rápida', 'chegou', 'bem', 'antes', 'do', 'que', 'foi', 'proposto', 'pela', 'empresa', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,5,443
"['O', 'produto', 'é', 'excelente', 'e', 'mais', 'uma', 'vez', 'parabenizo', 'as', 'Lojas', 'Americanas', 'pela', 'rapidez', 'na', 'entrega', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2,1,5,444
"['entrega', 'mto', 'mto', 'rapida', ',', 'produto', 'mto', 'bom', ',', 'veio', 'tudo', 'conforme', 'mostra', 'na', 'propaganda']","[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,1,5,445
"['Atendeu', 'minhas', 'expectativas', '.', 'É', 'um', 'excelente', 'produto', 'para', 'quem', 'gosta', 'de', 'programação', 'on', 'line', 'e', 'futebol', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,5,446
"['Produto', 'chegou', 'no', 'tempo', 'determinado', 'e', 'muito', 'bem', 'embalado', ',', 'recomendo', ',', 'não', 'tive', 'problemas', 'algum', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,10,447
"['Eu', 'gostei', 'muito', 'da', 'tv', ',', 'sla', 'é', 'muito', 'eficiente', ',', 'tela', 'de', 'boa', 'qualidade', ',', 'amei']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",2,1,5,448
"['Facil', 'de', 'manusear', '.', 'Otima', 'para', 'assistir', 'filmes', 'no', 'telecineplay', '.', 'Tv', 'muito', 'bom', 'em', 'imagem', 'e', 'som']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",2,1,5,449
"['Muito', 'bom', 'o', 'produto', ',', 'ótima', 'qualidade', 'e', 'chegou', 'antes', 'da', 'data', 'prevista', '.', 'Recomendo', '.']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,10,450
"['A', 'Tv', 'é', 'muito', 'boa', ',', 'entre', 'os', 'modelos', 'e', 'tamanhos', 'esse', 'aparelho', 'supriu', 'as', 'minhas', 'expectativas', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",2,1,5,451
"['Boa', 'imagem', ',', 'bonita', ',', 'leve', ',', 'porém', ',', 'o', 'som', 'é', 'ruim', ',', 'processador', 'um', 'pouco', 'lento', 'na', 'função', 'smart', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",3,1,5,452
"['Não', 'tem', 'como', 'não', 'se', 'apaixonar', 'por', 'um', 'produto', 'Samsung', '!', 'Televisão', 'nota', '1000', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",1,1,5,453
"['Gostei', 'bastante', 'da', 'TV', ',', 'me', 'atendeu', 'bem', 'a', 'o', 'que', 'eu', 'precisava', '!']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,8,454
"['Cumpre', 'o', 'que', 'promete', ',', 'boa', 'qualidade', 'de', 'imagem', 'e', 'som', ',', 'fácil', 'de', 'configurar', ',', 'boa', 'conectividade', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",2,1,5,455
"['Só', 'achei', 'que', 'o', 'tempo', 'poderia', 'contar', 'apatia', 'da', 'aprovação', 'da', 'conta', 'e', 'não', 'dá', 'emissão', 'da', 'nota', '.', 'Mas', 'o', 'produto', 'é', 'ótimo', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",1,1,5,456
"['Produto', 'de', 'excelente', 'qualidade', ',', 'entregue', 'antes', 'do', 'prazo', 'e', 'com', 'o', 'padrão', 'Americanas', '.', 'Parabéns', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,5,457
"['Exelente', 'produto', 'chegou', 'direitinho', 'antes', 'do', 'prazo', 'final', 'eu', 'recomendo', 'ja', 'comprei', 'varios', 'produtos', 'na', 'americanas.com', 'e', 'vou', 'comprar', 'mto', 'mais', 'ainda', 'mto', 'fácil', 'e', 'pratico', '...']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,5,458
"['Chegou', 'no', 'prazo', '.', 'Ótimo', 'produto', '.', 'Funcionando', 'até', 'com', 'antena', 'simples', '.', 'Recomendo', '.']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,5,459
"['Muito', 'boa', 'a', 'imagem', ',', 'produto', 'excelente', '.', 'Só', 'achei', 'ela', 'muito', 'leve', 'o', 'ideal', 'é', 'pendurar', 'na', 'parede', '.']","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,1,5,460
"['Adorei', 'minha', 'TV', 'super', 'recomendo', 'e', 'a', 'entrega', 'foi', 'super', 'rápida']","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]",2,1,5,461
"['Este', 'produto', 'foi', 'o', 'mais', 'completo', 'que', 'eu', 'encontrei', 'e', 'com', 'as', 'características', 'que', 'procurava', ',', 'faça', 'um', 'teste', 'definitivo', 'e', 'não', 'se', 'arrependerá', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,8,462
"['Eu', 'recomendo', 'este', 'produto', '!', 'Qualidade', 'excelente', '.', 'Tudo', 'funcionando', 'impecavelmente', ',', 'sem', 'contar', 'o', 'prazo', 'da', 'entrega', ',', 'pois', 'comprei', 'com', 'o', 'frete', 'na', 'econômica', ',', 'e', 'chegou', 'bem', 'antes', 'do', 'que', 'eu', 'esperava', '.']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,1,5,463
"['Não', 'é', 'uma', 'TV', 'espetacular', ',', 'mas', 'resolve', 'bem', 'num', 'quarto', 'para', 'os', 'filhos', '.']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,5,464
