tokens,aspect_tags,author,num_aspects,has_aspect,fold
"['1984', 'claramente', 'se', 'incluir', 'em', 'o', 'terceirar', 'casar', ',', 'um', 'mundo', 'que', 'em', 'o', 'alertar', 'o', 'o', 'possível', 'desfecho', 'de', 'o', 'nosso', 'sociedade', 'atual', ',', 'e', ',', 'comer', 'ser', 'característico', 'de', 'algum', 'obrar', 'de', 'Orwell', '(', 'ver', ':', '""', 'A', 'Revolução', 'de', 'o', 'Bichos', '""', ')', ',', 'criticar', 'com', 'conteúdo', 'e', 'argumento', 'extremamente', 'válido', 'o', 'socialismo', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",orwell,0,0,1
"['Recomendo', 'o', 'leitura', 'parir', 'todo', 'que', 'desejar', 'ter', 'umar', 'experiência', 'de', 'reflexão', 'profundo', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",orwell,0,0,1
"['Este', 'livrar', 'dever', 'ser', 'leitura', 'obrigatório', 'parir', 'todo', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0]",orwell,1,1,1
"['Ganhei', 'de', 'umar', 'vizinho', '!']","[0, 0, 0, 0, 0]",reboucas,0,0,1
"['Confesso', 'que', 'não', 'comprar', ',', 'até', 'porque', 'não', 'gostar', 'de', ""'"", 'Fala', 'sério', ',', 'amor', '!', ""'"", '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",reboucas,0,0,1
"['Mas', 'esse', 'até', 'que', 'ser', 'bem', 'legal', 'de', 'ler', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",reboucas,1,1,1
"['Me', 'identificar', 'com', 'algum', 'coisa', ',', 'achar', 'outro', 'bastante', 'forçar', 'e', 'achar', 'que', 'o', 'livrar', 'ser', 'mear', 'que', 'umar', 'autobiografia', 'de', 'o', 'Thalita', 'disfarçar', '.']","[0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",reboucas,1,1,1
"['Até', 'que', 'me', 'arrancar', 'algum', 'risadaa', '.']","[0, 0, 0, 0, 0, 0, 0]",reboucas,0,0,1
"[',', 'amigo']","[0, 0]",reboucas,0,0,1
"['Gente', ',', 'esse', 'livrar', 'ser', 'ótimooo', 'valer', 'o', 'peno', 'ler', '!']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",reboucas,1,1,1
"['É', 'muito', 'gostoso', 'ler', 'ele', 'que', 'dar', 'vontade', 'de', 'ler', 'mais', 'de', 'mil', 'vezar', '.']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",reboucas,1,1,1
"['eu', 'indicar', 'pra', 'todo', 'mundo', 'e', 'poder', 'dizer', 'que', 'amar', 'elee', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",reboucas,1,1,1
"['Afinal', ',', 'comer', 'nao', 'amar', 'o', 'livro', 'de', 'o', 'thalita', 'rebouças', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",reboucas,0,0,1
"['Devo', 'confessar', 'que', 'já', 'ser', 'louco', 'por', 'o', 'Thalita', 'Rebouças', 'antar', 'de', 'ler', 'qualquer', 'livrar', 'de', 'ele', 'que', 'ser', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",reboucas,0,0,1
"['Já', 'o', 'acompanhar', 'por', 'o', 'blog', 'e', 'amar', 'o', 'coisa', 'que', 'ele', 'posto', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",reboucas,0,0,1
"['E', 'quando', 'eu', 'ler', 'o', 'livrar', 'me', 'encantar', '!']","[0, 0, 0, 0, 0, 1, 0, 0, 0]",reboucas,1,1,1
"['É', 'de', 'aquele', 'livro', 'que', 'o', 'gente', 'ler', 'bem', 'o', 'o', 'pouquinho', ',', 'pra', 'saborear', 'e', 'prestar', 'atenção', 'em', 'cada', 'detalhar', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",reboucas,0,0,1
"['Igual', 'o', 'o', 'chocolate', ',', 'que', 'se', 'comer', 'devagarzinho', 'pra', 'não', 'acabar', 'logo', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",reboucas,0,0,1
"['O', 'tipo', 'de', 'história', 'divertir', ',', 'narrativo', 'empolgante', ',', 'e', 'aquele', 'jeito', 'brasileiro', 'que', 'o', 'gente', 'dever', 'valorizar', 'mais', '.']","[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",reboucas,2,1,1
"['Me', 'identificar', 'vários', 'vezar', 'em', 'o', 'caso', 'contar', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",reboucas,0,0,1
"['AMIGO', 'É', 'PRA', 'TODA', 'VIDA', 'E', 'POUCOS', 'TEM', 'ESSA', 'SORTE', 'DE', 'TER', 'UMA', 'PESSOA', 'QUE', 'ESTEJA', 'ALÍ', 'PARA', 'TE', 'APOIAR', 'EM', 'OS', 'MOMENTOS', 'DIFÍCEIS', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",reboucas,0,0,1
"['TEM', 'AQUELA', 'AMIGA', 'COMPANHEIRA', ',', 'IRMÃ', ',', 'PRIMA', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",reboucas,0,0,1
"['amar', ',', 'amigo', '.']","[0, 0, 0, 0]",reboucas,0,0,1
"['Quem', 'ganhar', 'A', 'o', 'vezar', 'nosso', 'eterno', 'confiança', ',', 'sempre', 'o', 'dar', 'amor', 'e', 'caro', 'e', 'ainda', 'conseguir', 'arrancar', 'bom', 'gargalhar', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",reboucas,0,0,1
"['É', 'claro', 'que', 'estar', 'falar', 'em', 'o', 'nosso', 'amigo', '(', 'em', 'esse', 'casar', ',', 'amigo', ')', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",reboucas,0,0,1
"['Em', '""', 'Fala', 'sério', ',', 'amigo', '!', '""']","[0, 0, 0, 0, 0, 0, 0, 0]",reboucas,0,0,1
"[',', 'Malu', 'compartilhar', 'com', 'o', 'gente', 'o', 'amigo', 'impossível', 'de', 'esquecer', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",reboucas,0,0,1
"['Aqueles', 'importante', 'mesmo', 'em', 'o', 'nosso', 'vidar', ',', 'que', 'o', 'gente', 'não', 'conseguir', 'se', 'imaginar', 'viver', 'sem', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",reboucas,0,0,1
"['De', 'esse', 'que', 'eu', 'estar', 'falar', '.']","[0, 0, 0, 0, 0, 0, 0]",reboucas,0,0,1
"['E', 'ser', 'esse', 'que', '""', 'preencher', '""', 'o', 'divertir', 'história', 'de', 'Thalita', 'Rebouças', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",reboucas,1,1,1
"['Indico', '!']","[0, 0]",reboucas,0,0,1
"['o', 'blog', '....']","[0, 0, 0]",reboucas,0,0,1
"['Mais', 'umar', 'vez', ',', 'em', 'um', 'enredar', 'simples', 'e', 'muito', 'divertir', ',', 'Thalita', 'Rebouças', 'em', 'o', 'trazer', 'o', 'alegria', 'de', 'o', 'vidar', 'que', 'todo', 'garoto', 'conhecer', ',', 'mas', 'que', 'não', 'conseguir', 'apreciar', '.']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",reboucas,1,1,1
"['E.', 'comer', 'sempre', ',', 'através', 'de', 'o', 'olho', ',', 'de', 'o', 'palavra', ',', 'e', 'de', 'o', 'amigo', 'de', 'o', 'Malu', ',', 'conseguir', 'enxergar', 'muito', 'de', 'nó', 'mesmo', 'e', 'de', 'o', 'nosso', 'próprio', 'amigo', ',', 'em', 'o', 'ver', 'em', 'característico', ',', 'frase', 'e', 'situação', ',', 'em', 'um', 'dia', 'o', 'dia', 'que', 'por', 'ser', 'tão', 'único', 'ser', 'também', 'tão', 'igual', 'o', 'o', 'de', 'todo', 'mundo', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",reboucas,0,0,1
"['amigo', '(', 'dizer', 'isso', 'parir', 'ele', 'em', 'o', 'exemplo', 'abaixar', 'e', 'vc', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",reboucas,0,0,1
[')'],[0],reboucas,0,0,1
"['1', ':', ':', 'Quando', 'gostar', 'de', 'umar', 'coisa', 'e', 'ele', 'dizer', 'que', 'è', 'horrìvel', ',', 'sèrio', 'sò', 'se', 'eu', 'arranjase', 'umar', 'amigo', 'com', 'mau', 'gostar', 'pq', 'nunca', 'escolher', 'umar', 'roupar', 'hòrrivel', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",reboucas,0,0,1
"['2', ':', 'Quando', 'escolher', 'umar', 'roupar', 'e', 'achar', 'q', 'ta', 'lindo', ',', 'mas', 'parecer', 'que', 'ir', 'fazer', 'com', 'cursar', 'pra', 'menino', 'mas', 'feio', 'de', 'o', 'universo', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",reboucas,0,0,1
"['3', ':', 'Quendo', 'dizer', 'algo', 'sobrar', 'que', 'o', 'professor', 'de', 'Ciências', 'è', 'gatar', 'e', 'ele', 'discordar', '(', 'mas', 'bem', 'que', 'o', 'prof', 'de', 'ciência', 'è', 'umar', 'mulher', ',', 'parir', 'vc', 'ver', 'quando', 'eu', 'dizer', 'q', 'è', 'exemplo', 'è', 'pq', 'È', 'EXEMPLO', ',', 'MAS', 'ALGUNS', 'ACONTECERAM', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",reboucas,0,0,1
"[')', '4', ':', 'Quando', 'ele', 'falir', 'q', 'um', 'menino', 'paquera', 'ele', ',', 'mas', 'mesmo', 'gostar', 'de', 'ele', 'achar', 'ele', 'feio', 'eu', 'falir', 'falir', 'sèrio', 'assim', 'por', 'dois', 'coisa', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",reboucas,0,0,1
"['Por', 'o', 'oq', 'ele', 'imaginar', ':', 'Que', 'um', 'caro', 'lindar', 'paquera', 'com', 'o', 'menino', 'com', 'quem', 'andar', 'ou', 'com', 'quem', 'o', 'gente', 'ja', 'saber', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",reboucas,0,0,1
"['E', 'talvez', 'em', 'o', 'fundir', 'eu', 'pensar', 'q', 'ele', 'sò', 'gostar', 'd', 'garo', 'tas', 'lindo', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",reboucas,0,0,1
"[',', 'amigo', '!']","[0, 0, 0]",reboucas,0,0,1
"['Malu', 'com', 'suar', 'amigo', 'aprontar', 'de', 'tudo', '.']","[0, 0, 0, 0, 0, 0, 0, 0]",reboucas,0,0,1
"['Malu', 'falir', 'de', 'todo', 'o', 'brigar', ',', 'o', 'confusão', ',', 'o', 'risada', ',', 'o', 'abraço', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",reboucas,0,0,1
"['Tudo', 'que', 'ser', 'esencial', 'parir', 'o', 'vidar', 'de', 'umar', 'adolescente', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",reboucas,0,0,1
"['Malu', ',', 'comer', 'todo', 'mundo', ',', 'ter', 'o', 'amigo', 'mais', 'querido', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",reboucas,0,0,1
"['Essa', 'ser', 'o', 'Alice', ',', 'suar', 'amigo', 'desde', 'pequeno', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",reboucas,0,0,1
"['Além', 'de', 'ele', ',', 'haver', 'o', 'Duca', ',', 'o', 'Nanda', ',', 'o', 'Helo', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",reboucas,0,0,1
"['Malu', 'ser', 'rodear', 'de', 'amigo', '.']","[0, 0, 0, 0, 0, 0]",reboucas,0,0,1
"['E', 'o', 'amar', '.']","[0, 0, 0, 0]",reboucas,0,0,1
"['Fazia', 'de', 'tudo', 'pra', 'ele', '.']","[0, 0, 0, 0, 0, 0]",reboucas,0,0,1
"['Já', 'arrumar', 'até', 'namorar', 'pra', 'ele', '.']","[0, 0, 0, 0, 0, 0, 0]",reboucas,0,0,1
"['Mas', 'também', 'já', 'ser', 'trocar', ',', 'o', 'que', 'acontecer', 'com', 'suar', 'amigo', 'Sofia', ',', 'o', 'o', 'dez', 'ano', 'de', 'idade', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",reboucas,0,0,1
['amigo'],[0],reboucas,0,0,1
"['Esse', 'livrar', 'contar', 'ahistoria', 'de', 'Malu', 'e', 'suar', 'inseparaveis', 'amigo', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",reboucas,0,0,1
"[',', 'Amiga', '!']","[0, 0, 0]",reboucas,0,0,1
"['Em', 'esse', 'livrar', 'contar', 'o', 'História', 'de', 'Malu', ',', 'falir', 'sobrar', 'o', 'amizade', 'que', 'ele', 'ter', 'e', 'ter', 'e', 'sobrar', 'coisa', 'que', 'menino', 'conversar', 'comer', 'gostar', 'de', 'um', 'menino', ',', 'ter', 'seu', 'primeiro', 'beijar', 'e', 'tal', ',', 'mais', 'também', 'falir', 'de', 'suar', 'brigar', 'comer', 'o', 'que', 'ele', 'ter', 'com', 'Gabi', 'suar', 'amigo', 'dez', 'de', 'infancia', ',', 'falir', 'que', 'em', 'um', 'dia', 'bonito', 'ele', 'ficar', 'gostar', 'de', 'um', 'mesmo', 'rapaz', ',', 'e', 'o', 'papaz', 'chagar', 'em', 'Gaby', 'e', 'o', 'dois', 'ficar', 'e', 'ai', 'Malu', 'e', 'gabi', 'perder', 'o', 'amizada', ',', 'mais', 'ser', 'que', 'esse', 'amizade', 'ir', 'retomar', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",reboucas,0,0,1
"['tomar', '!']","[0, 0]",reboucas,0,0,1
"['O', 'livrar', 'contar', 'o', 'história', 'de', 'Thalita', '.']","[0, 0, 0, 0, 0, 0, 0, 0]",reboucas,0,0,1
"['Como', 'ser', 'o', 'suar', 'infância', 'e', 'adolescência', '.']","[0, 0, 0, 0, 0, 0, 0, 0]",reboucas,0,0,1
"['As', 'história', 'ser', 'sempre', 'diferente', ',', 'e', 'cada', 'umar', 'com', 'umar', 'coisa', 'especial', ',', 'contar', 'umar', 'fase', 'de', 'o', 'vidar', 'de', 'umar', 'menino', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",reboucas,0,0,1
"['Não', 'ser', 'um', 'diário', ',', 'porque', 'contar', 'o', 'vidar', 'de', 'Thalita', ',', 'por', 'ano', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",reboucas,0,0,1
"['Thalita', 'ser', 'praticamente', 'umar', 'adolescente', '!']","[0, 0, 0, 0, 0, 0]",reboucas,0,0,1
"['Escreve', 'o', 'livrar', 'com', 'palavra', 'expressão', 'que', 'só', 'adolescente', 'usar', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",reboucas,0,0,1
"['Falando', 'sobrar', 'mais', 'umar', 'aventurar', 'de', 'Malu', '.']","[0, 0, 0, 0, 0, 0, 0, 0]",reboucas,0,0,1
"['Ela', 'e', 'suar', 'amigo', 'aprontar', 'e', 'se', 'divertir', 'muito', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",reboucas,0,0,1
"['Malu', ',', 'comer', 'todo', 'mundo', ',', 'ter', 'o', 'amigo', 'mais', 'chegar', ',', 'mais', 'fofo', 'e', 'mais', 'querido', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",reboucas,0,0,1
"['Essa', 'ser', 'o', 'Alice', ',', 'suar', 'amigo', 'desde', 'pequeno', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",reboucas,0,0,1
"['Ficaram', 'juntar', 'até', 'o', 'último', 'capítulo', 'de', 'o', 'livrar', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",reboucas,0,0,1
"['E', 'ter', 'certeza', ',', 'que', 'durar', 'mais', '.']","[0, 0, 0, 0, 0, 0, 0, 0]",reboucas,0,0,1
"['As', 'dois', 'brigar', 'e', 'se', 'divertir', 'o', 'o', 'longo', 'de', 'o', 'livrar', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",reboucas,0,0,1
"['Além', 'de', 'ele', ',', 'haver', 'o', 'Duca', ',', 'o', 'Nanda', ',', 'o', 'Helo', '...', 'Malu', 'ser', 'rodear', 'de', 'amigo', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",reboucas,0,0,1
"['Sempre', 'amar', 'todo', '.']","[0, 0, 0, 0]",reboucas,0,0,1
"['Esse', 'livrar', 'ser', 'um', 'livrar', 'divertir', ',', 'que', 'o', 'o', 'mesmo', 'tempo', 'que', 'o', 'fazer', 'rir', ',', 'o', 'fazer', 'refletir', 'sobrar', 'todo', 'o', 'nosso', 'amizade', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",reboucas,1,1,1
"['Que', 'ser', 'o', 'coisa', 'mais', 'precioso', 'de', 'o', 'vidar', '...']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",reboucas,0,0,1
"[':', 'Pode', 'existir', 'um', 'livrar', 'bom', 'sem', 'umar', 'história', 'bom']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",salinger,0,0,1
"['""', 'Se', 'querer', 'mesmo', 'ouvir', 'o', 'que', 'acontecer', ',', 'o', 'primeiro', 'coisa', 'que', 'ir', 'querer', 'saber', 'ser', 'onde', 'eu', 'nascer', ',', 'comer', 'passar', 'o', 'porcaria', 'de', 'o', 'meu', 'infância', '(', '...', ')', 'e', 'todo', 'esse', 'lenga-lenga', '...', '""', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",salinger,0,0,1
"['Assim', 'comedir', '""', 'O', 'Apanhador', 'em', 'o', 'Campo', 'de', 'Centeio', '""', ',', 'um', 'verdadeiro', 'clássico', 'de', 'o', 'literatura', 'mundial', '.']","[0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",salinger,1,1,1
"['E', 'esse', 'três', 'primeiro', 'linha', 'ser', 'suficiente', 'parir', 'termo', 'um', 'norte', 'bem', 'contextualizar', 'de', 'tudo', 'quantum', 'encontrar', 'o', 'o', 'longo', 'de', 'o', '207', 'página', 'que', 'o', 'versão', 'brasileiro', ',', 'publicar', 'por', 'o', 'EDITORA', 'DE', 'O', 'AUTOR', ',', 'trazer', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",salinger,0,0,1
"['Em', '""', 'O', 'Apanhador', '""', ',', 'o', 'leitor', 'ser', 'convidar', 'o', 'vestir', 'o', 'pelar', 'de', 'um', 'adolescente', 'revoltar', ',', 'Holden', 'Caulfield', ',', 'que', ',', 'em', 'o', 'auge', 'de', 'seu', '17', 'ano', ',', 'contar', '""', 'esse', 'negócio', 'doido', 'que', 'acontecer', 'em', 'o', 'último', 'Natal', '""', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",salinger,0,0,1
"['A', 'verdade', 'ser', 'que', 'não', 'ter', 'negócio', 'doido', 'coisa', 'nenhum', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",salinger,0,0,1
"['A', 'história', 'em', 'si', 'não', 'ter', 'nado', 'de', 'mirabolante', ',', 'se', 'ser', 'que', 'o', 'história', 'despretensioso', 'de', 'um', 'adolescente', 'rebelde', 'que', 'bombou', 'em', 'quase', 'todo', 'o', 'matéria', '(', 'exceto', 'Inglês', '/', 'literatura', ',', 'e', 'ser', 'em', 'este', 'pontar', 'que', 'identificar', 'o', 'primeiro', 'marca', 'de', 'o', 'alter', 'ego', 'de', 'o', 'autor', ',', 'J.', 'D.', 'Salinger', ')', ',', 'que', 'ter', 'um', 'olhar', 'crítico', 'parir', 'tudo', 'o', 'o', 'seu', 'redor', ',', 'e', 'ainda', 'parecer', 'bem', 'perder', 'em', 'o', 'vidar', ',', 'soar', 'mirabolante', 'ou', 'diferente', 'de', 'o', 'cotidiano', 'de', 'bom', 'partir', 'de', 'o', 'adolescente', 'de', 'o', 'dia', 'de', 'hoje', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",salinger,0,0,1
"['Mas', 'ir', 'devagar', 'com', 'o', 'andar', 'de', 'o', 'carruagem', ',', 'chegar', 'lá', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",salinger,0,0,1
"['Há', 'de', 'se', 'ressaltar', 'que', 'este', 'clássico', 'não', 'ser', 'tão', 'fácil', 'de', 'ser', 'encontrar', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",salinger,0,0,1
"['Antes', 'de', 'achar', 'o', 'meu', 'exemplar', ',', 'procurar', 'em', 'vários', 'livraria', ',', 'que', 'dizer', 'ser', 'necessário', 'fazer', 'umar', 'encomendar', ',', 'com', 'todo', 'aquele', 'papar', 'de', '""', 'tanto', 'dia', 'útil', '""', ',', '""', 'ligar', 'parir', 'você', 'quando', 'chegar', '""', ',', 'etc', 'e', 'tal', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",salinger,0,0,1
"['Em', 'o', 'fim', ',', 'acabar', 'encomendar', 'por', 'o', 'internet', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",salinger,0,0,1
"['Já', 'que', 'ser', 'parir', 'esperar', ',', 'melhor', 'esperar', 'em', 'casar', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",salinger,0,0,1
"['Portanto', ',', 'se', 'o', 'o', 'final', 'de', 'esse', 'resenhar', 'você', 'querer', 'passar', 'o', 'próximo', 'madrugar', 'em', 'claro', 'tentar', 'descobrir', '""', 'qualé', '""', 'o', 'de', 'este', 'moleque', 'rebelde', '""', 'pra', 'chuchu', '""', ',', 'poder', 'ir', 'tirar', 'o', 'seu', 'cavalo', 'de', 'o', 'chuva', ',', 'porque', 'não', 'ir', 'emprestar', 'o', 'meu', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",salinger,0,0,1
"['Antes', 'de', 'discutir', 'o', 'mérito', 'literário', 'de', 'o', 'obrar', ',', 'seriar', 'interessante', 'levantar', 'um', 'pouco', 'de', 'o', 'história', 'de', 'este', 'romance', 'e', 'de', 'seu', 'autor', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",salinger,0,0,1
"['""', 'O', 'Apanhador', '""', 'ser', 'um', 'de', 'o', 'pouco', 'que', 'merecer', 'este', 'tipo', 'de', 'abordagem', 'em', 'umar', 'resenhar', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",salinger,0,0,1
